sl_mult,tp_mult,threshold,min_rr,return_pct,sharpe,win_rate,profit_factor,max_dd,trades,sl_exits,tp_exits,avg_mae,avg_mfe,alpha,composite
3.2,6.0,55,1.8,3.7622599482247323,1.1881664629049042,40.67796610169492,1.1801492037137897,4.568988828926399,59,34,24,2.684325260313428,3.027692023145021,38.36756694167878,51.49362484493537
2.8,6.0,58,1.5,3.9920559669779094,1.2290092649041338,38.80597014925373,1.19499991696756,6.473099623876576,67,41,26,2.3172699277391926,2.6626022943569407,38.59736296043196,51.36545792849596
2.8,6.0,58,1.8,3.9920559669779094,1.2290092649041338,38.80597014925373,1.19499991696756,6.473099623876576,67,41,26,2.3172699277391926,2.6626022943569407,38.59736296043196,51.36545792849596
2.8,6.0,58,2.0,3.9920559669779094,1.2290092649041338,38.80597014925373,1.19499991696756,6.473099623876576,67,41,26,2.3172699277391926,2.6626022943569407,38.59736296043196,51.36545792849596
3.5,6.0,50,1.5,3.7976609403777726,1.1468842764956895,40.67796610169492,1.1680193075163992,3.7239533748949887,59,34,24,2.7263084729022453,3.029312730943386,38.402967933831825,51.337710413390965
3.0,5.0,58,2.0,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,6.0,58,2.0,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,6.0,58,1.8,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,6.0,58,1.5,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,4.0,58,2.0,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,5.5,58,2.0,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,3.5,58,2.0,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
3.0,4.5,58,2.0,3.8428596452042942,1.2258501498613446,39.682539682539684,1.1936987752140054,6.515104260539352,63,37,25,2.4001872995540423,2.7573005639280694,38.44816663865834,51.31655329052633
2.8,6.0,52,2.0,3.9641582925335794,1.145083054411959,38.028169014084504,1.1729420116826403,5.416956739759011,71,44,27,2.5111631777973993,2.627181861231759,38.56946528598763,50.884638126979254
2.8,6.0,52,1.5,3.9641582925335794,1.145083054411959,38.028169014084504,1.1729420116826403,5.416956739759011,71,44,27,2.5111631777973993,2.627181861231759,38.56946528598763,50.884638126979254
2.8,6.0,52,1.8,3.9641582925335794,1.145083054411959,38.028169014084504,1.1729420116826403,5.416956739759011,71,44,27,2.5111631777973993,2.627181861231759,38.56946528598763,50.884638126979254
